assignee_code,Skill_Tag,issue_count,skill_level
A-5997,Testing & Verification,1,1
A-5998,Bug fixing / Maintenance,15,4
A-5998,Feature / Improvement Implementation,6,3
A-5998,Build & Release Engineering,2,1
A-5998,Design & API Evolution,1,1
A-5998,Testing & Verification,1,1
A-5999,Bug fixing / Maintenance,13,4
A-5999,Other,9,3
A-5999,Feature / Improvement Implementation,6,3
A-5999,Build & Release Engineering,2,1
A-5999,Design & API Evolution,1,1
A-5999,Testing & Verification,1,1
A-6,Bug fixing / Maintenance,22,5
A-6,Testing & Verification,7,3
A-6,Feature / Improvement Implementation,4,2
A-6,Design & API Evolution,3,2
A-6,Project / General Task,3,2
A-6,Documentation,1,1
A-60,Feature / Improvement Implementation,5,2
A-60,Build & Release Engineering,3,2
A-60,Testing & Verification,3,2
A-60,Design & API Evolution,1,1
A-600,Feature / Improvement Implementation,98,5
A-600,Other,87,5
A-600,Bug fixing / Maintenance,37,5
A-600,Design & API Evolution,18,4
A-600,Testing & Verification,6,3
A-600,Code Refactoring & Cleanup,5,2
A-600,Performance Optimization,4,2
A-600,Build & Release Engineering,3,2
A-600,Project / General Task,2,1
A-6000,Bug fixing / Maintenance,229,5
A-6000,Feature / Improvement Implementation,147,5
A-6000,Build & Release Engineering,23,5
A-6000,Project / General Task,15,4
A-6000,Other,14,4
A-6000,Design & API Evolution,12,4
A-6000,Testing & Verification,12,4
A-6000,Documentation,7,3
A-6000,Code Refactoring & Cleanup,2,1
A-6000,Performance Optimization,1,1
A-6001,Bug fixing / Maintenance,3,2
A-6001,Feature / Improvement Implementation,2,1
A-6001,Project / General Task,2,1
A-6001,Build & Release Engineering,1,1
A-6002,Feature / Improvement Implementation,6,3
A-6002,Bug fixing / Maintenance,1,1
A-6002,Code Refactoring & Cleanup,1,1
A-6003,Bug fixing / Maintenance,9,3
A-6003,Feature / Improvement Implementation,4,2
A-6003,Testing & Verification,1,1
A-6004,Feature / Improvement Implementation,1,1
A-6005,Bug fixing / Maintenance,1,1
A-6006,Bug fixing / Maintenance,1,1
A-6007,Bug fixing / Maintenance,4,2
A-6007,Feature / Improvement Implementation,1,1
A-6007,Testing & Verification,1,1
A-6008,Bug fixing / Maintenance,3,2
A-6008,Feature / Improvement Implementation,1,1
A-6008,Other,1,1
A-6009,Bug fixing / Maintenance,21,5
A-6009,Feature / Improvement Implementation,11,4
A-6009,Design & API Evolution,3,2
A-6009,Build & Release Engineering,2,1
A-6009,Other,2,1
A-601,Feature / Improvement Implementation,3,2
A-601,Bug fixing / Maintenance,2,1
A-601,Build & Release Engineering,1,1
A-6010,Feature / Improvement Implementation,4,2
A-6010,Bug fixing / Maintenance,2,1
A-6010,Build & Release Engineering,1,1
A-6011,Other,3,2
A-6011,Feature / Improvement Implementation,1,1
A-6012,Feature / Improvement Implementation,4,2
A-6013,Bug fixing / Maintenance,5,2
A-6013,Feature / Improvement Implementation,2,1
A-6013,Testing & Verification,1,1
A-6014,Bug fixing / Maintenance,1,1
A-6015,Feature / Improvement Implementation,1,1
A-6016,Feature / Improvement Implementation,110,5
A-6016,Bug fixing / Maintenance,73,5
A-6016,Build & Release Engineering,13,4
A-6016,Design & API Evolution,3,2
A-6016,Project / General Task,2,1
A-6016,Testing & Verification,2,1
A-6016,Code Refactoring & Cleanup,1,1
A-6016,Documentation,1,1
A-6017,Feature / Improvement Implementation,82,5
A-6017,Bug fixing / Maintenance,42,5
A-6017,Build & Release Engineering,13,4
A-6017,Project / General Task,5,2
A-6017,Testing & Verification,5,2
A-6017,Other,2,1
A-6017,Design & API Evolution,1,1
A-6017,Performance Optimization,1,1
A-6018,Feature / Improvement Implementation,30,5
A-6018,Bug fixing / Maintenance,23,5
A-6018,Performance Optimization,2,1
A-6018,Documentation,1,1
A-6019,Feature / Improvement Implementation,14,4
A-6019,Bug fixing / Maintenance,2,1
A-6019,Build & Release Engineering,1,1
A-6019,Documentation,1,1
A-6019,Project / General Task,1,1
A-602,Bug fixing / Maintenance,1,1
A-6020,Feature / Improvement Implementation,2,1
A-6021,Feature / Improvement Implementation,122,5
A-6021,Bug fixing / Maintenance,68,5
A-6021,Project / General Task,8,3
A-6021,Build & Release Engineering,6,3
A-6021,Design & API Evolution,6,3
A-6021,Testing & Verification,6,3
A-6021,Performance Optimization,5,2
A-6021,Other,2,1
A-6022,Feature / Improvement Implementation,48,5
A-6022,Bug fixing / Maintenance,37,5
A-6022,Project / General Task,9,3
A-6022,Performance Optimization,3,2
A-6022,Build & Release Engineering,2,1
A-6022,Design & API Evolution,1,1
A-6022,Other,1,1
A-6022,Testing & Verification,1,1
A-6023,Bug fixing / Maintenance,1,1
A-6023,Feature / Improvement Implementation,1,1
A-6023,Testing & Verification,1,1
A-6024,Bug fixing / Maintenance,13,4
A-6024,Feature / Improvement Implementation,5,2
A-6024,Design & API Evolution,3,2
A-6024,Testing & Verification,3,2
A-6024,Build & Release Engineering,2,1
A-6024,Project / General Task,1,1
A-6025,Feature / Improvement Implementation,5,2
A-6025,Bug fixing / Maintenance,2,1
A-6025,Design & API Evolution,2,1
A-6026,Bug fixing / Maintenance,2,1
A-6026,Feature / Improvement Implementation,2,1
A-6026,Build & Release Engineering,1,1
A-6027,Feature / Improvement Implementation,1,1
A-6028,Bug fixing / Maintenance,8,3
A-6028,Feature / Improvement Implementation,8,3
A-6028,Other,1,1
A-6028,Testing & Verification,1,1
A-6029,Feature / Improvement Implementation,1,1
A-603,Bug fixing / Maintenance,19,4
A-603,Feature / Improvement Implementation,14,4
A-603,Testing & Verification,3,2
A-603,Build & Release Engineering,1,1
A-603,Other,1,1
A-6030,Project / General Task,1,1
A-6031,Feature / Improvement Implementation,3,2
A-6031,Project / General Task,3,2
A-6031,Bug fixing / Maintenance,2,1
A-6031,Design & API Evolution,2,1
A-6031,Documentation,2,1
A-6031,Build & Release Engineering,1,1
A-6031,Performance Optimization,1,1
A-6032,Feature / Improvement Implementation,2,1
A-6032,Bug fixing / Maintenance,1,1
A-6032,Testing & Verification,1,1
A-6033,Feature / Improvement Implementation,28,5
A-6033,Bug fixing / Maintenance,20,4
A-6033,Build & Release Engineering,1,1
A-6033,Code Refactoring & Cleanup,1,1
A-6034,Build & Release Engineering,1,1
A-6035,Feature / Improvement Implementation,8,3
A-6035,Bug fixing / Maintenance,5,2
A-6035,Build & Release Engineering,5,2
A-6035,Documentation,1,1
A-6035,Other,1,1
A-6035,Testing & Verification,1,1
A-6036,Design & API Evolution,1,1
A-6037,Feature / Improvement Implementation,1,1
A-6038,Feature / Improvement Implementation,21,5
A-6038,Bug fixing / Maintenance,13,4
A-6038,Build & Release Engineering,4,2
A-6038,Documentation,3,2
A-6038,Project / General Task,1,1
A-6038,Testing & Verification,1,1
A-6039,Build & Release Engineering,6,3
A-6039,Feature / Improvement Implementation,4,2
A-6039,Bug fixing / Maintenance,3,2
A-6039,Project / General Task,3,2
A-6039,Documentation,2,1
A-6039,Testing & Verification,1,1
A-604,Bug fixing / Maintenance,100,5
A-604,Feature / Improvement Implementation,58,5
A-604,Other,29,5
A-604,Design & API Evolution,16,4
A-604,Testing & Verification,13,4
A-604,Build & Release Engineering,4,2
A-604,Project / General Task,2,1
A-604,Code Refactoring & Cleanup,1,1
A-6040,Bug fixing / Maintenance,4,2
A-6040,Design & API Evolution,3,2
A-6040,Feature / Improvement Implementation,2,1
A-6040,Documentation,1,1
A-6041,Documentation,1,1
A-6042,Feature / Improvement Implementation,1,1
A-6042,Testing & Verification,1,1
A-6043,Documentation,1,1
A-6044,Feature / Improvement Implementation,13,4
A-6044,Bug fixing / Maintenance,10,3
A-6044,Other,3,2
A-6044,Build & Release Engineering,2,1
A-6044,Project / General Task,1,1
A-6044,Testing & Verification,1,1
A-6045,Build & Release Engineering,1,1
A-6046,Bug fixing / Maintenance,1,1
A-6047,Bug fixing / Maintenance,72,5
A-6047,Feature / Improvement Implementation,23,5
A-6047,Testing & Verification,19,4
A-6047,Build & Release Engineering,1,1
A-6047,Design & API Evolution,1,1
A-6047,Documentation,1,1
A-6047,Other,1,1
A-6047,Performance Optimization,1,1
A-6048,Feature / Improvement Implementation,1,1
A-6049,Feature / Improvement Implementation,1,1
A-605,Bug fixing / Maintenance,1,1
A-6050,Bug fixing / Maintenance,1,1
A-6050,Build & Release Engineering,1,1
A-6051,Bug fixing / Maintenance,78,5
A-6051,Feature / Improvement Implementation,15,4
A-6051,Other,3,2
A-6051,Documentation,2,1
A-6051,Testing & Verification,2,1
A-6051,Performance Optimization,1,1
A-6051,Project / General Task,1,1
A-6052,Bug fixing / Maintenance,1,1
A-6052,Feature / Improvement Implementation,1,1
A-6053,Bug fixing / Maintenance,7,3
A-6053,Feature / Improvement Implementation,3,2
A-6054,Bug fixing / Maintenance,2,1
A-6055,Design & API Evolution,1,1
A-6056,Bug fixing / Maintenance,1,1
A-6057,Bug fixing / Maintenance,2,1
A-6058,Other,1,1
A-6058,Testing & Verification,1,1
A-6059,Performance Optimization,1,1
A-6059,Testing & Verification,1,1
A-606,Feature / Improvement Implementation,1,1
A-6060,Feature / Improvement Implementation,2,1
A-6060,Testing & Verification,1,1
A-6061,Feature / Improvement Implementation,1,1
A-6062,Feature / Improvement Implementation,1,1
A-6063,Feature / Improvement Implementation,1,1
A-6064,Other,18,4
A-6064,Testing & Verification,14,4
A-6064,Code Refactoring & Cleanup,1,1
A-6065,Bug fixing / Maintenance,2,1
A-6066,Feature / Improvement Implementation,1,1
A-6067,Feature / Improvement Implementation,2,1
A-6067,Testing & Verification,2,1
A-6067,Bug fixing / Maintenance,1,1
A-6067,Design & API Evolution,1,1
A-6068,Testing & Verification,1,1
A-6069,Feature / Improvement Implementation,2,1
A-6069,Bug fixing / Maintenance,1,1
A-607,Bug fixing / Maintenance,1,1
A-607,Feature / Improvement Implementation,1,1
A-6070,Bug fixing / Maintenance,1,1
A-6071,Bug fixing / Maintenance,8,3
A-6071,Feature / Improvement Implementation,1,1
A-6071,Performance Optimization,1,1
A-6072,Bug fixing / Maintenance,2,1
A-6072,Feature / Improvement Implementation,1,1
A-6073,Build & Release Engineering,1,1
A-6074,Bug fixing / Maintenance,13,4
A-6074,Feature / Improvement Implementation,8,3
A-6074,Testing & Verification,1,1
A-6075,Bug fixing / Maintenance,1,1
A-6076,Testing & Verification,8,3
A-6076,Other,5,2
A-6077,Bug fixing / Maintenance,3,2
A-6077,Feature / Improvement Implementation,1,1
A-6077,Performance Optimization,1,1
A-6077,Project / General Task,1,1
A-6078,Testing & Verification,2,1
A-6078,Feature / Improvement Implementation,1,1
A-6078,Other,1,1
A-6079,Bug fixing / Maintenance,1,1
A-608,Feature / Improvement Implementation,9,3
A-608,Bug fixing / Maintenance,5,2
A-608,Design & API Evolution,1,1
A-6080,Bug fixing / Maintenance,3,2
A-6080,Documentation,1,1
A-6080,Feature / Improvement Implementation,1,1
A-6080,Testing & Verification,1,1
A-6081,Feature / Improvement Implementation,4,2
A-6081,Bug fixing / Maintenance,3,2
A-6082,Documentation,2,1
A-6082,Bug fixing / Maintenance,1,1
A-6083,Bug fixing / Maintenance,18,4
A-6083,Feature / Improvement Implementation,18,4
A-6083,Design & API Evolution,5,2
A-6083,Documentation,2,1
A-6083,Testing & Verification,2,1
A-6083,Build & Release Engineering,1,1
A-6083,Performance Optimization,1,1
A-6083,Project / General Task,1,1
A-6084,Bug fixing / Maintenance,3,2
A-6085,Bug fixing / Maintenance,10,3
A-6085,Feature / Improvement Implementation,8,3
A-6085,Other,5,2
A-6085,Design & API Evolution,2,1
A-6085,Build & Release Engineering,1,1
A-6085,Testing & Verification,1,1
A-6086,Feature / Improvement Implementation,1,1
A-6087,Feature / Improvement Implementation,5,2
A-6087,Bug fixing / Maintenance,4,2
A-6087,Build & Release Engineering,1,1
A-6088,Bug fixing / Maintenance,1,1
A-6088,Feature / Improvement Implementation,1,1
A-6089,Bug fixing / Maintenance,1,1
A-609,Testing & Verification,6,3
A-609,Bug fixing / Maintenance,4,2
A-609,Other,3,2
A-609,Feature / Improvement Implementation,2,1
A-609,Code Refactoring & Cleanup,1,1
A-6090,Bug fixing / Maintenance,1,1
A-6091,Feature / Improvement Implementation,1,1
A-6092,Other,26,5
A-6092,Bug fixing / Maintenance,25,5
A-6092,Testing & Verification,23,5
A-6092,Feature / Improvement Implementation,9,3
A-6092,Project / General Task,1,1
A-6093,Testing & Verification,10,3
A-6093,Bug fixing / Maintenance,6,3
A-6093,Documentation,5,2
A-6093,Other,1,1
A-6094,Feature / Improvement Implementation,1,1
A-6095,Bug fixing / Maintenance,1,1
A-6095,Feature / Improvement Implementation,1,1
A-6096,Documentation,1,1
A-6097,Documentation,1,1
A-6098,Bug fixing / Maintenance,282,5
A-6098,Testing & Verification,37,5
A-6098,Feature / Improvement Implementation,34,5
A-6098,Other,28,5
A-6098,Design & API Evolution,12,4
A-6098,Documentation,10,3
A-6098,Project / General Task,9,3
A-6098,Performance Optimization,5,2
A-6098,Build & Release Engineering,2,1
A-6099,Feature / Improvement Implementation,1,1
A-61,Bug fixing / Maintenance,2,1
A-61,Testing & Verification,1,1
A-610,Bug fixing / Maintenance,4,2
A-610,Feature / Improvement Implementation,1,1
A-6100,Bug fixing / Maintenance,1,1
A-6101,Bug fixing / Maintenance,10,3
A-6101,Testing & Verification,5,2
A-6101,Other,2,1
A-6101,Feature / Improvement Implementation,1,1
A-6101,Project / General Task,1,1
A-6102,Feature / Improvement Implementation,4,2
A-6102,Bug fixing / Maintenance,3,2
A-6103,Bug fixing / Maintenance,1,1
A-6104,Bug fixing / Maintenance,11,4
A-6104,Build & Release Engineering,2,1
A-6104,Feature / Improvement Implementation,2,1
A-6104,Design & API Evolution,1,1
A-6104,Performance Optimization,1,1
A-6104,Testing & Verification,1,1
A-6105,Project / General Task,1,1
A-6106,Other,10,3
A-6106,Bug fixing / Maintenance,3,2
A-6106,Testing & Verification,2,1
A-6106,Documentation,1,1
A-6106,Feature / Improvement Implementation,1,1
A-6107,Bug fixing / Maintenance,1,1
A-6108,Testing & Verification,1,1
A-6109,Bug fixing / Maintenance,1,1
A-611,Bug fixing / Maintenance,1,1
A-6110,Feature / Improvement Implementation,2,1
A-6110,Bug fixing / Maintenance,1,1
A-6110,Testing & Verification,1,1
A-6111,Bug fixing / Maintenance,1,1
A-6112,Testing & Verification,6,3
A-6112,Bug fixing / Maintenance,5,2
A-6112,Feature / Improvement Implementation,4,2
A-6113,Bug fixing / Maintenance,15,4
A-6113,Feature / Improvement Implementation,9,3
A-6113,Documentation,5,2
A-6113,Testing & Verification,3,2
A-6113,Design & API Evolution,2,1
A-6114,Bug fixing / Maintenance,2,1
A-6115,Other,4,2
A-6116,Bug fixing / Maintenance,1,1
A-6117,Feature / Improvement Implementation,1,1
A-6118,Bug fixing / Maintenance,99,5
A-6118,Feature / Improvement Implementation,23,5
A-6118,Design & API Evolution,6,3
A-6118,Performance Optimization,5,2
A-6118,Other,4,2
A-6118,Testing & Verification,3,2
A-6118,Build & Release Engineering,2,1
A-6119,Bug fixing / Maintenance,1,1
A-6119,Feature / Improvement Implementation,1,1
A-612,Bug fixing / Maintenance,4,2
A-612,Feature / Improvement Implementation,3,2
A-612,Build & Release Engineering,2,1
A-612,Project / General Task,1,1
A-6120,Feature / Improvement Implementation,4,2
A-6120,Other,1,1
A-6121,Bug fixing / Maintenance,4,2
A-6121,Other,4,2
A-6121,Testing & Verification,2,1
A-6122,Other,3,2
A-6122,Design & API Evolution,2,1
A-6122,Bug fixing / Maintenance,1,1
A-6122,Documentation,1,1
A-6122,Feature / Improvement Implementation,1,1
A-6123,Bug fixing / Maintenance,45,5
A-6123,Other,28,5
A-6123,Feature / Improvement Implementation,16,4
A-6123,Testing & Verification,13,4
A-6123,Project / General Task,7,3
A-6123,Documentation,4,2
A-6123,Performance Optimization,3,2
A-6123,Design & API Evolution,2,1
A-6123,Build & Release Engineering,1,1
A-6124,Performance Optimization,1,1
A-6125,Feature / Improvement Implementation,1,1
A-6126,Bug fixing / Maintenance,5,2
A-6126,Feature / Improvement Implementation,5,2
A-6126,Documentation,2,1
A-6126,Build & Release Engineering,1,1
A-6126,Design & API Evolution,1,1
A-6127,Testing & Verification,2,1
A-6127,Bug fixing / Maintenance,1,1
A-6128,Bug fixing / Maintenance,1,1
A-6128,Feature / Improvement Implementation,1,1
A-6129,Feature / Improvement Implementation,1,1
A-613,Bug fixing / Maintenance,43,5
A-613,Feature / Improvement Implementation,19,4
A-613,Other,13,4
A-613,Testing & Verification,5,2
A-613,Project / General Task,4,2
A-613,Build & Release Engineering,3,2
A-613,Design & API Evolution,2,1
A-6130,Bug fixing / Maintenance,30,5
A-6130,Feature / Improvement Implementation,15,4
A-6130,Documentation,6,3
A-6130,Build & Release Engineering,2,1
A-6130,Performance Optimization,2,1
A-6130,Testing & Verification,2,1
A-6131,Bug fixing / Maintenance,3,2
A-6132,Bug fixing / Maintenance,5,2
A-6132,Feature / Improvement Implementation,1,1
A-6133,Bug fixing / Maintenance,2,1
A-6134,Testing & Verification,5,2
A-6134,Bug fixing / Maintenance,4,2
A-6134,Project / General Task,1,1
A-6135,Feature / Improvement Implementation,1,1
A-6136,Bug fixing / Maintenance,2,1
A-6136,Feature / Improvement Implementation,1,1
A-6137,Bug fixing / Maintenance,3,2
A-6137,Feature / Improvement Implementation,1,1
A-6138,Bug fixing / Maintenance,1,1
A-6139,Documentation,1,1
A-614,Testing & Verification,3,2
A-614,Bug fixing / Maintenance,1,1
A-6140,Other,40,5
A-6140,Testing & Verification,7,3
A-6140,Bug fixing / Maintenance,4,2
A-6140,Build & Release Engineering,2,1
A-6140,Project / General Task,1,1
A-6141,Feature / Improvement Implementation,1,1
A-6142,Other,6,3
A-6143,Bug fixing / Maintenance,1,1
A-6144,Feature / Improvement Implementation,1,1
A-6145,Bug fixing / Maintenance,10,3
A-6145,Feature / Improvement Implementation,10,3
A-6145,Documentation,4,2
A-6145,Testing & Verification,1,1
A-6146,Feature / Improvement Implementation,1,1
A-6147,Bug fixing / Maintenance,27,5
A-6147,Testing & Verification,19,4
A-6147,Feature / Improvement Implementation,2,1
A-6148,Bug fixing / Maintenance,5,2
A-6148,Feature / Improvement Implementation,1,1
A-6149,Build & Release Engineering,2,1
A-6149,Documentation,1,1
A-615,Feature / Improvement Implementation,159,5
A-615,Other,148,5
A-615,Bug fixing / Maintenance,116,5
A-615,Testing & Verification,94,5
A-615,Build & Release Engineering,37,5
A-615,Design & API Evolution,20,4
A-615,Documentation,19,4
A-615,Project / General Task,11,4
A-615,Performance Optimization,3,2
A-6150,Bug fixing / Maintenance,1,1
A-6151,Feature / Improvement Implementation,14,4
